source,target,distance,time_ns,relaxed
687711906,1996716965,15867,522072959,1902325
1440920069,3269587298,9486,420033375,1299986
4169897291,691259172,3766,111004459,335048
27039681,266814202,11031,410939000,1471979
1199769319,4811715729,3028,110563000,330066
5049289115,3283803998,1958,65462250,188853
1595322958,2357948610,11023,496449333,1564062
402664762,1224773081,3575,161712209,422872
387804055,441303580,6337,317840250,918340
1924991791,291888182,817,15918167,28823
1583979594,343240271,14647,578887125,1701576
743400098,252246128,2538,84905500,254716
860222878,1416152326,13889,568206125,1672828
1879436527,2286010345,4791,139987708,434071
1988122961,904028432,17039,539300709,1851993
4882009698,83745260,5015,148421583,416210
3560559229,2188424370,3335,121310000,361402
247936589,286982677,9871,412393125,1253239
928408611,263950896,12833,513813250,1586594
3102627878,3406832302,15373,560152791,1856223
289550216,5284856473,15738,537528292,1907952
1676916962,1267350233,6071,250071458,660931
4180986136,4409782015,14731,543998667,1789354
1691050266,1282837337,14046,526737917,1739273
2647920705,1092359516,12351,457869917,1550491
4560719978,268690828,16626,573923459,1978552
3031728015,1689283233,12752,440578083,1571635
4864184683,351865655,9447,352996708,1136752
639307014,3104131783,7994,460707583,1225563
514367797,769214331,7841,383728875,1171576
1104539307,272269739,17033,587359000,1983722
3220472197,1107618182,12832,501583042,1601115
1590854247,303648775,11785,471668500,1514544
2042049546,2179726248,12757,485092500,1568345
312329746,281975296,6184,313269708,912310
3267291942,1189944733,4162,208377500,522005
281169307,288396038,14634,519295208,1810250
1111591754,21063394,8940,395607459,1336829
255619160,510417104,5544,307907083,944441
2876766383,3382698837,3963,187288208,563786
3283225026,1394217866,3859,218310250,648758
14962136,27130791,17668,574818917,1965305
64712599,2397013846,4886,237248834,648775
4208636798,3470915542,14911,513127042,1818842
416000486,4010125699,7264,314147500,1038694
480415026,2178824974,19569,643623833,2163579
2512161913,3403922889,2320,69449375,212397
246746655,1456162731,8608,330155125,1065184
2632484266,1099424323,17503,565882500,2015664
984427134,1092112512,11798,472855209,1552292
1075498235,267369916,5882,244708333,711969
2285047066,4460533394,2105,35532125,48935
294019011,1685235943,11729,406786750,1451946
1302378794,824398185,4474,175341416,501950
1930533046,330076396,10069,395494208,1323167
547109598,3440132178,5750,267507292,803366
497547343,316993288,3732,154318167,404630
1114821574,4327466847,5295,156638125,417934
412057622,1987216194,5870,329289167,964051
4217822359,4788446907,17636,606178416,2010594
10706425,1983375709,11945,442091042,1485835
1144142401,1879757784,16791,598626500,1991498
1752931927,3941233913,16352,615052000,1942424
608647125,4173955948,8324,358523375,1164251
2506835607,2058835714,12269,461359583,1638127
4279772466,795154766,19951,622783958,2146906
3775355512,2570413689,15873,586672542,1943387
280230956,1587649360,7545,364456750,1169010
30561459,303486449,4729,253067417,535317
1616662411,813750220,1562,35328125,79087
1052737643,731311262,11200,469385125,1491068
3153841758,1098353796,4479,139561917,428803
367717836,3768862242,14289,481976625,1750107
3965568504,262137527,12098,458113000,1581733
1144431166,1119624068,13109,565623750,1751859
705052448,3455421616,2513,66440000,192158
323249527,61186071,358,9170958,15691
2362695143,3339337075,18586,576191458,2043638
117989,332494243,10233,457343042,1406734
560011254,717727827,5778,291999083,889351
386162971,117995,8722,364573167,1155826
268819909,4021042547,15443,590963500,1867361
3344788176,2395268401,16529,686176792,1952558
1783343678,1152808843,12953,481465667,1671279
1325760742,2790339141,7679,276314333,775932
288862125,1137569978,11689,446773167,1447586
321436887,3708603819,13802,565596292,1858721
4569433058,310451124,8736,401541583,1238339
2524014383,123892730,3719,144200666,423629
365956661,1120127247,7942,417463250,1099559
2282149162,3241541557,10243,453017541,1357019
257426808,287827182,5876,241341167,770128
1102901514,861288266,12513,558290917,1734562
224380507,2063782552,13971,544356458,1779971
1504268516,2942120060,1340,12712375,22776
1484845180,1123192439,21056,647283042,2143927
1771845773,339559115,8830,322701916,1107154
3174516856,318238768,9745,410228459,1275328
411497447,356697243,1559,25477333,52835
1019838812,2144148698,11426,445091292,1500167
556163112,4125504494,13764,515448708,1650088
366949531,493428493,7038,305845084,1013096
2881032840,1633931157,9333,517894292,1606160
281894466,1326770594,12242,613732875,1850416
3063299220,417816266,2679,84828417,199763
338867123,3724851949,222,6190417,10110
250054742,4349105168,16304,538890541,1897660
2059672147,312591620,11969,470845208,1512430
4883084785,1239268329,4964,235676541,635401
94137365,3739701233,4562,231991125,509422
277532635,1578710270,2154,57460125,165019
34825101,4035288008,3804,59399291,164971
315981850,945297565,7316,342280042,1121209
1594315516,2755831327,12571,553260708,1631999
322831252,30434776,20271,622749041,2214856
1669468928,3576750836,2735,113044666,320895
481123391,2718828697,9154,278284083,874023
293461053,2064284523,4003,160685417,425393
272497892,1600334581,11004,577113083,1630355
471781698,301056794,19940,624500541,2150999
4158227686,313366853,3254,77532666,235175
3142707474,1538435926,9107,493048917,1563549
2458454808,1124844451,7978,340212666,1099458
1269551050,691257187,5442,254739709,692051
928408473,2193030293,5712,247761916,757335
2063395811,699179263,13050,502757084,1694294
3937678854,2686633432,4130,83282708,250263
3721695661,16287516,8478,446666250,1147836
464237608,2497583440,8217,401418000,1233429
1785703645,1105109281,2143,35827042,89672
5258030964,2844117690,10125,510965625,1654375
2343649316,1138883143,2850,117687667,353620
4955386062,4847380473,7510,246871959,675899
502334860,1230409606,12301,486791375,1585020
322505904,1469822477,9445,302818416,873211
1411519565,1577081194,10824,461889333,1517618
5266327846,269165967,6355,284311084,929609
